Data;Semana;Inrevalo;Volume;TMO;CÉLULA;;
09/03/2026;seg;07:00;13;731,2815229;CONSOLIDADO;;
09/03/2026;seg;07:30;17,06;744,9681324;CONSOLIDADO;;
09/03/2026;seg;08:00;23,7;769,9772932;CONSOLIDADO;;
09/03/2026;seg;08:30;27,65;774,9122733;CONSOLIDADO;;
09/03/2026;seg;09:00;31,79;774,7377896;CONSOLIDADO;;
09/03/2026;seg;09:30;34,78;772,6761006;CONSOLIDADO;;
09/03/2026;seg;10:00;37,63;764,9813823;CONSOLIDADO;;
09/03/2026;seg;10:30;38,23;754,8165386;CONSOLIDADO;;
09/03/2026;seg;11:00;38,16;743,4666273;CONSOLIDADO;;
09/03/2026;seg;11:30;36,18;731,1805634;CONSOLIDADO;;
09/03/2026;seg;12:00;34,99;727,3331869;CONSOLIDADO;;
09/03/2026;seg;12:30;33,75;727,3350914;CONSOLIDADO;;
09/03/2026;seg;13:00;31,03;729,7437687;CONSOLIDADO;;
09/03/2026;seg;13:30;29,62;733,671056;CONSOLIDADO;;
09/03/2026;seg;14:00;27,51;751,008978;CONSOLIDADO;;
09/03/2026;seg;14:30;26,11;733,2177989;CONSOLIDADO;;
09/03/2026;seg;15:00;25,41;736,8087792;CONSOLIDADO;;
09/03/2026;seg;15:30;25,02;744,387663;CONSOLIDADO;;
09/03/2026;seg;16:00;24,41;743,3704239;CONSOLIDADO;;
09/03/2026;seg;16:30;24,22;739,6616504;CONSOLIDADO;;
09/03/2026;seg;17:00;24,57;736,5412024;CONSOLIDADO;;
09/03/2026;seg;17:30;25,24;729,1885702;CONSOLIDADO;;
09/03/2026;seg;18:00;27,13;716,4202678;CONSOLIDADO;;
09/03/2026;seg;18:30;27,28;704,6018619;CONSOLIDADO;;
09/03/2026;seg;19:00;26,41;689,118871;CONSOLIDADO;;
09/03/2026;seg;19:30;24,54;679,8076023;CONSOLIDADO;;
09/03/2026;seg;20:00;22,95;664,5820252;CONSOLIDADO;;
09/03/2026;seg;20:30;21,84;648,4043141;CONSOLIDADO;;
09/03/2026;seg;21:00;19,51;632,4127164;CONSOLIDADO;;
09/03/2026;seg;21:30;16,73;625,212567;CONSOLIDADO;;
09/03/2026;seg;22:00;13,94;617,5649784;CONSOLIDADO;;
09/03/2026;seg;22:30;10,89;615,0097407;CONSOLIDADO;;
09/03/2026;seg;23:00;7,86;584,2592537;CONSOLIDADO;;
09/03/2026;seg;23:30;5,9;584,2592537;CONSOLIDADO;;
10/03/2026;ter;00:00;3,27;590,7735372;CONSOLIDADO;;
10/03/2026;ter;00:30;2,31;590,7735372;CONSOLIDADO;;
10/03/2026;ter;01:00;1,73;559,6801931;CONSOLIDADO;;
10/03/2026;ter;01:30;1,36;544,9266578;CONSOLIDADO;;
10/03/2026;ter;02:00;1,08;559,6801931;CONSOLIDADO;;
10/03/2026;ter;02:30;0,81;528,5868491;CONSOLIDADO;;
10/03/2026;ter;03:00;0,74;528,5868491;CONSOLIDADO;;
10/03/2026;ter;03:30;0,74;559,6801931;CONSOLIDADO;;
10/03/2026;ter;04:00;0,87;559,6801931;CONSOLIDADO;;
10/03/2026;ter;04:30;1,31;594,7356122;CONSOLIDADO;;
10/03/2026;ter;05:00;2,3;627,8623692;CONSOLIDADO;;
10/03/2026;ter;05:30;3,8;641,9173448;CONSOLIDADO;;
10/03/2026;ter;06:00;5,84;650,7509908;CONSOLIDADO;;
10/03/2026;ter;06:30;8,52;714,1845405;CONSOLIDADO;;
10/03/2026;ter;07:00;11,83;739,4350526;CONSOLIDADO;;
10/03/2026;ter;07:30;15,53;753,274263;CONSOLIDADO;;
10/03/2026;ter;08:00;21,57;778,562267;CONSOLIDADO;;
10/03/2026;ter;08:30;25,17;783,5522704;CONSOLIDADO;;
10/03/2026;ter;09:00;28,93;783,3758413;CONSOLIDADO;;
10/03/2026;ter;09:30;31,65;781,2911652;CONSOLIDADO;;
10/03/2026;ter;10:00;34,25;773,5106535;CONSOLIDADO;;
10/03/2026;ter;10:30;34,8;763,2324754;CONSOLIDADO;;
10/03/2026;ter;11:00;34,73;751,7560166;CONSOLIDADO;;
10/03/2026;ter;11:30;32,93;739,3329675;CONSOLIDADO;;
10/03/2026;ter;12:00;31,84;735,442694;CONSOLIDADO;;
10/03/2026;ter;12:30;30,72;735,4446198;CONSOLIDADO;;
10/03/2026;ter;13:00;28,24;737,8801529;CONSOLIDADO;;
10/03/2026;ter;13:30;26,95;741,8512281;CONSOLIDADO;;
10/03/2026;ter;14:00;25,04;759,3824618;CONSOLIDADO;;
10/03/2026;ter;14:30;23,76;741,3929174;CONSOLIDADO;;
10/03/2026;ter;15:00;23,13;745,0239358;CONSOLIDADO;;
10/03/2026;ter;15:30;22,77;752,6873216;CONSOLIDADO;;
10/03/2026;ter;16:00;22,21;751,6587406;CONSOLIDADO;;
10/03/2026;ter;16:30;22,04;747,9086155;CONSOLIDADO;;
10/03/2026;ter;17:00;22,36;744,7533756;CONSOLIDADO;;
10/03/2026;ter;17:30;22,97;737,3187642;CONSOLIDADO;;
10/03/2026;ter;18:00;24,69;724,4080997;CONSOLIDADO;;
10/03/2026;ter;18:30;24,83;712,4579229;CONSOLIDADO;;
10/03/2026;ter;19:00;24,04;696,8023021;CONSOLIDADO;;
10/03/2026;ter;19:30;22,33;687,3872161;CONSOLIDADO;;
10/03/2026;ter;20:00;20,89;671,9918792;CONSOLIDADO;;
10/03/2026;ter;20:30;19,87;655,6337923;CONSOLIDADO;;
10/03/2026;ter;21:00;17,76;639,463894;CONSOLIDADO;;
10/03/2026;ter;21:30;15,22;632,1834655;CONSOLIDADO;;
10/03/2026;ter;22:00;12,69;624,4506089;CONSOLIDADO;;
10/03/2026;ter;22:30;9,92;621,8668813;CONSOLIDADO;;
10/03/2026;ter;23:00;7,15;590,7735372;CONSOLIDADO;;
10/03/2026;ter;23:30;5,37;590,7735372;CONSOLIDADO;;
11/03/2026;qua;00:00;3,33;597,4309289;CONSOLIDADO;;
11/03/2026;qua;00:30;2,35;597,4309289;CONSOLIDADO;;
11/03/2026;qua;01:00;1,76;565,9871958;CONSOLIDADO;;
11/03/2026;qua;01:30;1,39;551,0674037;CONSOLIDADO;;
11/03/2026;qua;02:00;1,1;565,9871958;CONSOLIDADO;;
11/03/2026;qua;02:30;0,83;534,5434627;CONSOLIDADO;;
11/03/2026;qua;03:00;0,75;534,5434627;CONSOLIDADO;;
11/03/2026;qua;03:30;0,76;565,9871958;CONSOLIDADO;;
11/03/2026;qua;04:00;0,88;565,9871958;CONSOLIDADO;;
11/03/2026;qua;04:30;1,34;601,4376522;CONSOLIDADO;;
11/03/2026;qua;05:00;2,34;634,9377127;CONSOLIDADO;;
11/03/2026;qua;05:30;3,87;649,151073;CONSOLIDADO;;
11/03/2026;qua;06:00;5,94;658,0842648;CONSOLIDADO;;
11/03/2026;qua;06:30;8,68;722,2326434;CONSOLIDADO;;
11/03/2026;qua;07:00;12,06;747,767702;CONSOLIDADO;;
11/03/2026;qua;07:30;15,82;761,7628656;CONSOLIDADO;;
11/03/2026;qua;08:00;21,97;787,3358386;CONSOLIDADO;;
11/03/2026;qua;08:30;25,64;792,3820741;CONSOLIDADO;;
11/03/2026;qua;09:00;29,47;792,2036568;CONSOLIDADO;;
11/03/2026;qua;09:30;32,24;790,0954886;CONSOLIDADO;;
11/03/2026;qua;10:00;34,89;782,2272988;CONSOLIDADO;;
11/03/2026;qua;10:30;35,45;771,8332965;CONSOLIDADO;;
11/03/2026;qua;11:00;35,38;760,2275102;CONSOLIDADO;;
11/03/2026;qua;11:30;33,54;747,6644665;CONSOLIDADO;;
11/03/2026;qua;12:00;32,44;743,7303538;CONSOLIDADO;;
11/03/2026;qua;12:30;31,29;743,7323013;CONSOLIDADO;;
11/03/2026;qua;13:00;28,77;746,1952803;CONSOLIDADO;;
11/03/2026;qua;13:30;27,46;750,2111052;CONSOLIDADO;;
11/03/2026;qua;14:00;25,5;767,9398974;CONSOLIDADO;;
11/03/2026;qua;14:30;24,21;749,7476298;CONSOLIDADO;;
11/03/2026;qua;15:00;23,56;753,419566;CONSOLIDADO;;
11/03/2026;qua;15:30;23,2;761,16931;CONSOLIDADO;;
11/03/2026;qua;16:00;22,63;760,129138;CONSOLIDADO;;
11/03/2026;qua;16:30;22,45;756,336753;CONSOLIDADO;;
11/03/2026;qua;17:00;22,78;753,1459569;CONSOLIDADO;;
11/03/2026;qua;17:30;23,4;745,6275652;CONSOLIDADO;;
11/03/2026;qua;18:00;25,16;732,5714113;CONSOLIDADO;;
11/03/2026;qua;18:30;25,3;720,4865686;CONSOLIDADO;;
11/03/2026;qua;19:00;24,49;704,6545256;CONSOLIDADO;;
11/03/2026;qua;19:30;22,75;695,1333415;CONSOLIDADO;;
11/03/2026;qua;20:00;21,28;679,5645155;CONSOLIDADO;;
11/03/2026;qua;20:30;20,25;663,0220903;CONSOLIDADO;;
11/03/2026;qua;21:00;18,09;646,6699744;CONSOLIDADO;;
11/03/2026;qua;21:30;15,51;639,3075032;CONSOLIDADO;;
11/03/2026;qua;22:00;12,93;631,4875055;CONSOLIDADO;;
11/03/2026;qua;22:30;10,1;628,874662;CONSOLIDADO;;
11/03/2026;qua;23:00;7,28;597,4309289;CONSOLIDADO;;
11/03/2026;qua;23:30;5,47;597,4309289;CONSOLIDADO;;
12/03/2026;qui;00:00;3,17;602,4789364;CONSOLIDADO;;
12/03/2026;qui;00:30;2,24;602,4789364;CONSOLIDADO;;
12/03/2026;qui;01:00;1,68;570,7695187;CONSOLIDADO;;
12/03/2026;qui;01:30;1,32;555,7236615;CONSOLIDADO;;
12/03/2026;qui;02:00;1,04;570,7695187;CONSOLIDADO;;
12/03/2026;qui;02:30;0,79;539,060101;CONSOLIDADO;;
12/03/2026;qui;03:00;0,72;539,060101;CONSOLIDADO;;
12/03/2026;qui;03:30;0,72;570,7695187;CONSOLIDADO;;
12/03/2026;qui;04:00;0,84;570,7695187;CONSOLIDADO;;
12/03/2026;qui;04:30;1,28;606,5195146;CONSOLIDADO;;
12/03/2026;qui;05:00;2,23;640,3026347;CONSOLIDADO;;
12/03/2026;qui;05:30;3,68;654,6360911;CONSOLIDADO;;
12/03/2026;qui;06:00;5,66;663,6447641;CONSOLIDADO;;
12/03/2026;qui;06:30;8,27;728,335166;CONSOLIDADO;;
12/03/2026;qui;07:00;11,48;754,0859838;CONSOLIDADO;;
12/03/2026;qui;07:30;15,07;768,1993999;CONSOLIDADO;;
12/03/2026;qui;08:00;20,93;793,9884524;CONSOLIDADO;;
12/03/2026;qui;08:30;24,42;799,0773261;CONSOLIDADO;;
12/03/2026;qui;09:00;28,06;798,8974013;CONSOLIDADO;;
12/03/2026;qui;09:30;30,71;796,7714201;CONSOLIDADO;;
12/03/2026;qui;10:00;33,22;788,8367478;CONSOLIDADO;;
12/03/2026;qui;10:30;33,76;778,3549211;CONSOLIDADO;;
12/03/2026;qui;11:00;33,7;766,6510714;CONSOLIDADO;;
12/03/2026;qui;11:30;31,94;753,981876;CONSOLIDADO;;
12/03/2026;qui;12:00;30,89;750,0145219;CONSOLIDADO;;
12/03/2026;qui;12:30;29,8;750,0164858;CONSOLIDADO;;
12/03/2026;qui;13:00;27,4;752,5002758;CONSOLIDADO;;
12/03/2026;qui;13:30;26,15;756,5500326;CONSOLIDADO;;
12/03/2026;qui;14:00;24,29;774,4286246;CONSOLIDADO;;
12/03/2026;qui;14:30;23,05;756,082641;CONSOLIDADO;;
12/03/2026;qui;15:00;22,44;759,7856034;CONSOLIDADO;;
12/03/2026;qui;15:30;22,09;767,600829;CONSOLIDADO;;
12/03/2026;qui;16:00;21,55;766,5518681;CONSOLIDADO;;
12/03/2026;qui;16:30;21,38;762,7274392;CONSOLIDADO;;
12/03/2026;qui;17:00;21,69;759,5096824;CONSOLIDADO;;
12/03/2026;qui;17:30;22,29;751,9277639;CONSOLIDADO;;
12/03/2026;qui;18:00;23,96;738,7612916;CONSOLIDADO;;
12/03/2026;qui;18:30;24,09;726,5743378;CONSOLIDADO;;
12/03/2026;qui;19:00;23,32;710,6085215;CONSOLIDADO;;
12/03/2026;qui;19:30;21,67;701,0068879;CONSOLIDADO;;
12/03/2026;qui;20:00;20,27;685,3065127;CONSOLIDADO;;
12/03/2026;qui;20:30;19,28;668,624312;CONSOLIDADO;;
12/03/2026;qui;21:00;17,23;652,1340284;CONSOLIDADO;;
12/03/2026;qui;21:30;14,77;644,7093478;CONSOLIDADO;;
12/03/2026;qui;22:00;12,31;636,8232749;CONSOLIDADO;;
12/03/2026;qui;22:30;9,62;634,1883541;CONSOLIDADO;;
12/03/2026;qui;23:00;6,94;602,4789364;CONSOLIDADO;;
12/03/2026;qui;23:30;5,21;602,4789364;CONSOLIDADO;;
13/03/2026;sex;00:00;3,02;600,7432106;CONSOLIDADO;;
13/03/2026;sex;00:30;2,13;600,7432106;CONSOLIDADO;;
13/03/2026;sex;01:00;1,6;569,1251469;CONSOLIDADO;;
13/03/2026;sex;01:30;1,26;554,1226364;CONSOLIDADO;;
13/03/2026;sex;02:00;0,99;569,1251469;CONSOLIDADO;;
13/03/2026;sex;02:30;0,75;537,5070832;CONSOLIDADO;;
13/03/2026;sex;03:00;0,68;537,5070832;CONSOLIDADO;;
13/03/2026;sex;03:30;0,69;569,1251469;CONSOLIDADO;;
13/03/2026;sex;04:00;0,8;569,1251469;CONSOLIDADO;;
13/03/2026;sex;04:30;1,21;604,7721481;CONSOLIDADO;;
13/03/2026;sex;05:00;2,12;638,4579399;CONSOLIDADO;;
13/03/2026;sex;05:30;3,51;652,750102;CONSOLIDADO;;
13/03/2026;sex;06:00;5,39;661,7328213;CONSOLIDADO;;
13/03/2026;sex;06:30;7,87;726,2368519;CONSOLIDADO;;
13/03/2026;sex;07:00;10,93;751,9134822;CONSOLIDADO;;
13/03/2026;sex;07:30;14,35;765,9862379;CONSOLIDADO;;
13/03/2026;sex;08:00;19,93;791,7009928;CONSOLIDADO;;
13/03/2026;sex;08:30;23,25;796,7752057;CONSOLIDADO;;
13/03/2026;sex;09:00;26,72;796,5957992;CONSOLIDADO;;
13/03/2026;sex;09:30;29,24;794,4759429;CONSOLIDADO;;
13/03/2026;sex;10:00;31,64;786,5641302;CONSOLIDADO;;
13/03/2026;sex;10:30;32,15;776,1125014;CONSOLIDADO;;
13/03/2026;sex;11:00;32,09;764,4423702;CONSOLIDADO;;
13/03/2026;sex;11:30;30,42;751,8096743;CONSOLIDADO;;
13/03/2026;sex;12:00;29,42;747,8537501;CONSOLIDADO;;
13/03/2026;sex;12:30;28,38;747,8557083;CONSOLIDADO;;
13/03/2026;sex;13:00;26,09;750,3323426;CONSOLIDADO;;
13/03/2026;sex;13:30;24,9;754,3704322;CONSOLIDADO;;
13/03/2026;sex;14:00;23,13;772,1975164;CONSOLIDADO;;
13/03/2026;sex;14:30;21,95;753,9043871;CONSOLIDADO;;
13/03/2026;sex;15:00;21,37;757,5966813;CONSOLIDADO;;
13/03/2026;sex;15:30;21,04;765,3893915;CONSOLIDADO;;
13/03/2026;sex;16:00;20,52;764,3434526;CONSOLIDADO;;
13/03/2026;sex;16:30;20,36;760,5300418;CONSOLIDADO;;
13/03/2026;sex;17:00;20,66;757,3215552;CONSOLIDADO;;
13/03/2026;sex;17:30;21,22;749,7614801;CONSOLIDADO;;
13/03/2026;sex;18:00;22,81;736,6329401;CONSOLIDADO;;
13/03/2026;sex;18:30;22,94;724,4810965;CONSOLIDADO;;
13/03/2026;sex;19:00;22,21;708,5612773;CONSOLIDADO;;
13/03/2026;sex;19:30;20,63;698,9873058;CONSOLIDADO;;
13/03/2026;sex;20:00;19,3;683,332163;CONSOLIDADO;;
13/03/2026;sex;20:30;18,36;666,6980232;CONSOLIDADO;;
13/03/2026;sex;21:00;16,4;650,2552477;CONSOLIDADO;;
13/03/2026;sex;21:30;14,06;642,8519574;CONSOLIDADO;;
13/03/2026;sex;22:00;11,72;634,988604;CONSOLIDADO;;
13/03/2026;sex;22:30;9,16;632,3612743;CONSOLIDADO;;
13/03/2026;sex;23:00;6,6;600,7432106;CONSOLIDADO;;
13/03/2026;sex;23:30;4,96;600,7432106;CONSOLIDADO;;
14/03/2026;sáb;00:00;2,28;643,9391028;CONSOLIDADO;;
14/03/2026;sáb;00:30;1,61;585,3991844;CONSOLIDADO;;
14/03/2026;sáb;01:00;1,78;595,0857402;CONSOLIDADO;;
14/03/2026;sáb;01:30;1,2;595,0857402;CONSOLIDADO;;
14/03/2026;sáb;02:00;0,94;593,8070846;CONSOLIDADO;;
14/03/2026;sáb;02:30;0,8;563,4421421;CONSOLIDADO;;
14/03/2026;sáb;03:00;0,64;573,5569441;CONSOLIDADO;;
14/03/2026;sáb;03:30;0,54;603,7441517;CONSOLIDADO;;
14/03/2026;sáb;04:00;0,65;574,0934239;CONSOLIDADO;;
14/03/2026;sáb;04:30;0,98;551,2236077;CONSOLIDADO;;
14/03/2026;sáb;05:00;1,69;598,3064264;CONSOLIDADO;;
14/03/2026;sáb;05:30;2,83;605,9069971;CONSOLIDADO;;
14/03/2026;sáb;06:00;4,27;693,8348245;CONSOLIDADO;;
14/03/2026;sáb;06:30;6,22;687,7130071;CONSOLIDADO;;
14/03/2026;sáb;07:00;8,65;706,2123524;CONSOLIDADO;;
14/03/2026;sáb;07:30;11,2;709,0418944;CONSOLIDADO;;
14/03/2026;sáb;08:00;13,72;718,5659541;CONSOLIDADO;;
14/03/2026;sáb;08:30;16,24;723,1401689;CONSOLIDADO;;
14/03/2026;sáb;09:00;18,24;723,0450661;CONSOLIDADO;;
14/03/2026;sáb;09:30;19,75;794,6987851;CONSOLIDADO;;
14/03/2026;sáb;10:00;20,73;718,9168309;CONSOLIDADO;;
14/03/2026;sáb;10:30;21,4;709,6089109;CONSOLIDADO;;
14/03/2026;sáb;11:00;20,7;704,7421547;CONSOLIDADO;;
14/03/2026;sáb;11:30;18,62;734,8414714;CONSOLIDADO;;
14/03/2026;sáb;12:00;16,53;683,7126077;CONSOLIDADO;;
14/03/2026;sáb;12:30;16,63;680,4026162;CONSOLIDADO;;
14/03/2026;sáb;13:00;14,83;689,7909438;CONSOLIDADO;;
14/03/2026;sáb;13:30;13,61;692,6090504;CONSOLIDADO;;
14/03/2026;sáb;14:00;14,8;690,8539421;CONSOLIDADO;;
14/03/2026;sáb;14:30;13,62;703,4323392;CONSOLIDADO;;
14/03/2026;sáb;15:00;13,14;703,5074589;CONSOLIDADO;;
14/03/2026;sáb;15:30;12,77;700,7350889;CONSOLIDADO;;
14/03/2026;sáb;16:00;12,45;695,8800144;CONSOLIDADO;;
14/03/2026;sáb;16:30;11,63;692,7999189;CONSOLIDADO;;
14/03/2026;sáb;17:00;11,04;672,8282037;CONSOLIDADO;;
14/03/2026;sáb;17:30;10,26;657,3807883;CONSOLIDADO;;
14/03/2026;sáb;18:00;10,75;636,0603496;CONSOLIDADO;;
14/03/2026;sáb;18:30;11,04;622,0378588;CONSOLIDADO;;
14/03/2026;sáb;19:00;10,3;608,2351855;CONSOLIDADO;;
14/03/2026;sáb;19:30;9,69;606,4265082;CONSOLIDADO;;
14/03/2026;sáb;20:00;9,09;606,0604194;CONSOLIDADO;;
14/03/2026;sáb;20:30;7,95;609,2997828;CONSOLIDADO;;
14/03/2026;sáb;21:00;6,55;623,5459241;CONSOLIDADO;;
14/03/2026;sáb;21:30;5,61;619,6997062;CONSOLIDADO;;
14/03/2026;sáb;22:00;4,75;618,9064352;CONSOLIDADO;;
14/03/2026;sáb;22:30;4,3;600,144327;CONSOLIDADO;;
14/03/2026;sáb;23:00;3,66;585,3991844;CONSOLIDADO;;
14/03/2026;sáb;23:30;2,83;526,8592659;CONSOLIDADO;;
15/03/2026;dom;00:00;1,56;579,0264394;CONSOLIDADO;;
15/03/2026;dom;00:30;1;579,0264394;CONSOLIDADO;;
15/03/2026;dom;01:00;1,42;564,0884643;CONSOLIDADO;;
15/03/2026;dom;01:30;1,09;600,4420561;CONSOLIDADO;;
15/03/2026;dom;02:00;0,77;552,9406771;CONSOLIDADO;;
15/03/2026;dom;02:30;0,56;581,3401389;CONSOLIDADO;;
15/03/2026;dom;03:00;0,45;521,1237955;CONSOLIDADO;;
15/03/2026;dom;03:30;0,44;585,542338;CONSOLIDADO;;
15/03/2026;dom;04:00;0,41;618,4002373;CONSOLIDADO;;
15/03/2026;dom;04:30;0,53;613,0670922;CONSOLIDADO;;
15/03/2026;dom;05:00;0,76;568,8743318;CONSOLIDADO;;
15/03/2026;dom;05:30;1,15;577,8909051;CONSOLIDADO;;
15/03/2026;dom;06:00;1,84;661,6289562;CONSOLIDADO;;
15/03/2026;dom;06:30;2,83;669,1706229;CONSOLIDADO;;
15/03/2026;dom;07:00;4,09;723,9814121;CONSOLIDADO;;
15/03/2026;dom;07:30;5,6;732,5935887;CONSOLIDADO;;
15/03/2026;dom;08:00;7,31;731,493607;CONSOLIDADO;;
15/03/2026;dom;08:30;8,56;712,0117817;CONSOLIDADO;;
15/03/2026;dom;09:00;9,69;712,0117817;CONSOLIDADO;;
15/03/2026;dom;09:30;10,88;744,8772526;CONSOLIDADO;;
15/03/2026;dom;10:00;11,55;736,8520274;CONSOLIDADO;;
15/03/2026;dom;10:30;12,03;702,2791547;CONSOLIDADO;;
15/03/2026;dom;11:00;13,08;700,7498687;CONSOLIDADO;;
15/03/2026;dom;11:30;12,52;688,2078497;CONSOLIDADO;;
15/03/2026;dom;12:00;11,93;677,9985271;CONSOLIDADO;;
15/03/2026;dom;12:30;10,64;678,0719586;CONSOLIDADO;;
15/03/2026;dom;13:00;10,26;672,5295733;CONSOLIDADO;;
15/03/2026;dom;13:30;10,09;665,259411;CONSOLIDADO;;
15/03/2026;dom;14:00;8,91;671,1176713;CONSOLIDADO;;
15/03/2026;dom;14:30;8,72;665,2277455;CONSOLIDADO;;
15/03/2026;dom;15:00;8,35;653,2862213;CONSOLIDADO;;
15/03/2026;dom;15:30;8,7;655,1316019;CONSOLIDADO;;
15/03/2026;dom;16:00;8,52;663,7011613;CONSOLIDADO;;
15/03/2026;dom;16:30;8,48;666,9219133;CONSOLIDADO;;
15/03/2026;dom;17:00;8,08;670,6749359;CONSOLIDADO;;
15/03/2026;dom;17:30;8,1;642,341899;CONSOLIDADO;;
15/03/2026;dom;18:00;8,66;672,4734204;CONSOLIDADO;;
15/03/2026;dom;18:30;8,73;662,4143028;CONSOLIDADO;;
15/03/2026;dom;19:00;8,2;643,1558484;CONSOLIDADO;;
15/03/2026;dom;19:30;8,38;637,5069616;CONSOLIDADO;;
15/03/2026;dom;20:00;8,1;651,0561804;CONSOLIDADO;;
15/03/2026;dom;20:30;7,71;653,0932864;CONSOLIDADO;;
15/03/2026;dom;21:00;6,97;621,122752;CONSOLIDADO;;
15/03/2026;dom;21:30;6,32;671,1419434;CONSOLIDADO;;
15/03/2026;dom;22:00;5,45;670,6232084;CONSOLIDADO;;
15/03/2026;dom;22:30;3,82;625,6134075;CONSOLIDADO;;
15/03/2026;dom;23:00;2,5;579,0264394;CONSOLIDADO;;
15/03/2026;dom;23:30;1,94;463,2211515;CONSOLIDADO;;
16/03/2026;seg;00:00;3,47;580,93132;CONSOLIDADO;;
16/03/2026;seg;00:30;2,45;580,93132;CONSOLIDADO;;
16/03/2026;seg;01:00;1,84;550,3559874;CONSOLIDADO;;
16/03/2026;seg;01:30;1,45;535,8482442;CONSOLIDADO;;
16/03/2026;seg;02:00;1,14;550,3559874;CONSOLIDADO;;
16/03/2026;seg;02:30;0,86;519,7806547;CONSOLIDADO;;
16/03/2026;seg;03:00;0,78;519,7806547;CONSOLIDADO;;
16/03/2026;seg;03:30;0,79;550,3559874;CONSOLIDADO;;
16/03/2026;seg;04:00;0,92;550,3559874;CONSOLIDADO;;
16/03/2026;seg;04:30;1,39;584,8273873;CONSOLIDADO;;
16/03/2026;seg;05:00;2,44;617,4022565;CONSOLIDADO;;
16/03/2026;seg;05:30;4,03;631,2230778;CONSOLIDADO;;
16/03/2026;seg;06:00;6,19;639,9095563;CONSOLIDADO;;
16/03/2026;seg;06:30;9,04;702,2863106;CONSOLIDADO;;
16/03/2026;seg;07:00;12,55;727,1161522;CONSOLIDADO;;
16/03/2026;seg;07:30;16,47;740,7248029;CONSOLIDADO;;
16/03/2026;seg;08:00;22,88;765,5915118;CONSOLIDADO;;
16/03/2026;seg;08:30;26,7;770,4983823;CONSOLIDADO;;
16/03/2026;seg;09:00;30,69;770,3248925;CONSOLIDADO;;
16/03/2026;seg;09:30;33,58;768,2749469;CONSOLIDADO;;
16/03/2026;seg;10:00;36,33;760,6240576;CONSOLIDADO;;
16/03/2026;seg;10:30;36,91;750,5171127;CONSOLIDADO;;
16/03/2026;seg;11:00;36,84;739,2318503;CONSOLIDADO;;
16/03/2026;seg;11:30;34,93;727,0157677;CONSOLIDADO;;
16/03/2026;seg;12:00;33,78;723,1903058;CONSOLIDADO;;
16/03/2026;seg;12:30;32,59;723,1921995;CONSOLIDADO;;
16/03/2026;seg;13:00;29,96;725,5871569;CONSOLIDADO;;
16/03/2026;seg;13:30;28,59;729,4920745;CONSOLIDADO;;
16/03/2026;seg;14:00;26,56;746,7312399;CONSOLIDADO;;
16/03/2026;seg;14:30;25,21;729,0413991;CONSOLIDADO;;
16/03/2026;seg;15:00;24,53;732,6119252;CONSOLIDADO;;
16/03/2026;seg;15:30;24,16;740,1476399;CONSOLIDADO;;
16/03/2026;seg;16:00;23,56;739,136195;CONSOLIDADO;;
16/03/2026;seg;16:30;23,38;735,4485465;CONSOLIDADO;;
16/03/2026;seg;17:00;23,72;732,3458725;CONSOLIDADO;;
16/03/2026;seg;17:30;24,37;725,0351208;CONSOLIDADO;;
16/03/2026;seg;18:00;26,19;712,3395465;CONSOLIDADO;;
16/03/2026;seg;18:30;26,34;700,5884582;CONSOLIDADO;;
16/03/2026;seg;19:00;25,5;685,1936582;CONSOLIDADO;;
16/03/2026;seg;19:30;23,69;675,9354264;CONSOLIDADO;;
16/03/2026;seg;20:00;22,16;660,796574;CONSOLIDADO;;
16/03/2026;seg;20:30;21,08;644,711011;CONSOLIDADO;;
16/03/2026;seg;21:00;18,84;628,8105012;CONSOLIDADO;;
16/03/2026;seg;21:30;16,15;621,6513638;CONSOLIDADO;;
16/03/2026;seg;22:00;13,46;614,0473357;CONSOLIDADO;;
16/03/2026;seg;22:30;10,52;611,5066526;CONSOLIDADO;;
16/03/2026;seg;23:00;7,58;580,93132;CONSOLIDADO;;
16/03/2026;seg;23:30;5,7;580,93132;CONSOLIDADO;;
17/03/2026;ter;00:00;3,11;598,8031535;CONSOLIDADO;;
17/03/2026;ter;00:30;2,2;598,8031535;CONSOLIDADO;;
17/03/2026;ter;01:00;1,65;567,287198;CONSOLIDADO;;
17/03/2026;ter;01:30;1,3;552,3331371;CONSOLIDADO;;
17/03/2026;ter;02:00;1,02;567,287198;CONSOLIDADO;;
17/03/2026;ter;02:30;0,77;535,7712426;CONSOLIDADO;;
17/03/2026;ter;03:00;0,7;535,7712426;CONSOLIDADO;;
17/03/2026;ter;03:30;0,71;567,287198;CONSOLIDADO;;
17/03/2026;ter;04:00;0,82;567,287198;CONSOLIDADO;;
17/03/2026;ter;04:30;1,25;602,8190798;CONSOLIDADO;;
17/03/2026;ter;05:00;2,19;636,3960858;CONSOLIDADO;;
17/03/2026;ter;05:30;3,61;650,6420923;CONSOLIDADO;;
17/03/2026;ter;06:00;5,55;659,5958025;CONSOLIDADO;;
17/03/2026;ter;06:30;8,1;723,891522;CONSOLIDADO;;
17/03/2026;ter;07:00;11,25;749,4852315;CONSOLIDADO;;
17/03/2026;ter;07:30;14,76;763,5125402;CONSOLIDADO;;
17/03/2026;ter;08:00;20,51;789,1442512;CONSOLIDADO;;
17/03/2026;ter;08:30;23,93;794,2020772;CONSOLIDADO;;
